PGM_SYS_ID,YEAR,GROUP,MEAN_VIOL_TO_EA_LAG_DAYS,LAG_QUARTILE,N_VIOLATIONS_FUTURE
TN0000004706700014,2024,electric,75.5,Q2,1
TN0000004706900004,2023,other,52,Q2,0
TN0000004706900053,2023,other,107,Q3,0
TN0000004707100074,2017,other,18,Q2,0
TN0000004707100074,2024,other,81,Q2,0
TN0000004707100079,2022,other,34,Q2,0
TN0000004707300001,2022,other,105.5,Q3,1
TN0000004707300001,2023,other,34,Q2,0
TN0000004707300026,2016,other,69,Q2,1
TN0000004707300026,2017,other,42,Q2,0
TN0000004707300026,2019,other,55.67,Q2,1
TN0000004707300026,2020,other,31,Q2,0
TN0000004707300026,2022,other,91.5,Q3,1
TN0000004707300026,2023,other,158,Q3,0
TN0000004707300028,2016,other,735,Q4 (slowest),2
TN0000004707300028,2017,other,85,Q2,0
TN0000004707300028,2019,other,91.5,Q3,3
TN0000004707300028,2020,other,106.6,Q3,2
TN0000004707300028,2021,other,200.25,Q3,3
TN0000004707300028,2022,other,115.17,Q3,3
TN0000004707300028,2023,other,98,Q3,3
TN0000004707300028,2024,other,93.8,Q3,1
TN0000004707300044,2024,other,154,Q3,0
TN0000004707300062,2021,other,111,Q3,1
TN0000004707300062,2022,other,136.5,Q3,0
TN0000004707300067,2016,other,55,Q2,0
TN0000004707300067,2018,other,72.5,Q2,1
TN0000004707300067,2019,other,58.5,Q2,0
TN0000004707300067,2023,other,41,Q2,0
TN0000004707300076,2018,other,120,Q3,1
TN0000004707300080,2017,other,48.5,Q2,1
TN0000004707300080,2018,other,59.5,Q2,0
TN0000004707300080,2023,other,36,Q2,0
TN0000004707500039,2019,other,158,Q3,0
TN0000004707500039,2024,other,14,Q1 (fastest),0
TN0000004707500053,2023,other,74,Q2,0
TN0000004707500069,2017,electric,144.5,Q3,0
TN0000004707700060,2021,other,124.33,Q3,0
TN0000004707700064,2024,other,68.88,Q2,0
TN0000004707700072,2018,other,38,Q2,2
TN0000004707700072,2019,other,35,Q2,0
TN0000004707700072,2021,other,111,Q3,0
TN0000004707700120,2019,other,170,Q3,0
TN0000004707700120,2022,other,203,Q3,0
TN0000004707900016,2022,other,34,Q2,0
TN0000004707900033,2017,other,50,Q2,2
TN0000004707900033,2018,other,57,Q2,1
TN0000004707900033,2019,other,119,Q3,0
TN0000004707900033,2022,other,102.5,Q3,0
TN0000004707900033,2024,other,46.5,Q2,0
TN0000004707900083,2021,other,726,Q4 (slowest),0
TN0000004708100041,2018,other,85.5,Q2,0
TN0000004708500003,2020,other,131,Q3,1
TN0000004708500003,2021,other,4,Q1 (fastest),0
TN0000004708500003,2023,other,121,Q3,1
TN0000004708500003,2024,other,327.5,Q4 (slowest),0
TN0000004708500006,2016,other,91.5,Q3,0
TN0000004708500006,2018,other,22,Q2,0
TN0000004708500006,2022,other,105.5,Q3,0
TN0000004708500007,2021,other,230,Q3,1
TN0000004708500007,2022,other,91,Q2,0
TN0000004708500011,2017,electric,31.5,Q2,0
TN0000004708500021,2018,other,38,Q2,1
TN0000004708500021,2019,other,72,Q2,0
TN0000004708500021,2021,other,420,Q4 (slowest),0
TN0000004708700026,2023,other,0,Q1 (fastest),0
TN0000004708900011,2023,other,55,Q2,0
TN0000004708900048,2017,other,81,Q2,0
TN0000004708900048,2023,other,157.5,Q3,0
TN0000004708900065,2016,other,94,Q3,0
TN0000004708900065,2024,other,154,Q3,0
TN0000004708900085,2022,other,28,Q2,0
TN0000004708900101,2017,other,13,Q1 (fastest),2
TN0000004708900101,2018,other,87.25,Q2,0
TN0000004708900101,2021,other,108,Q3,0
TN0000004709100001,2017,other,111.5,Q3,1
TN0000004709100001,2018,other,85,Q2,0
TN0000004709100061,2021,other,25,Q2,0
TN0000004709700049,2016,other,138.33,Q3,0
TN0000004709900003,2018,other,14,Q1 (fastest),0
TN0000004709900054,2018,other,35,Q2,0
TN0000004709900054,2022,other,94.5,Q3,1
TN0000004709900054,2023,other,82,Q2,0
TN0000004709900061,2019,other,24,Q2,0
TN0000004709900061,2023,other,109.5,Q3,1
TN0000004709900061,2024,other,150,Q3,0
TN0000004710100031,2016,other,12,Q1 (fastest),0
TN0000004710300022,2018,other,233.5,Q3,0
TN0000004710500003,2023,other,60,Q2,0
TN0000004710500079,2016,other,24,Q2,0
TN0000004710500079,2022,other,71,Q2,1
TN0000004710500079,2023,other,97.5,Q3,0
TN0000004710500081,2018,other,68,Q2,0
TN0000004710500081,2021,other,35,Q2,0
TN0000004710500081,2023,other,84.33,Q2,3
TN0000004710500081,2024,other,95.86,Q3,1
TN0000004710500090,2017,other,53,Q2,0
TN0000004710500093,2017,other,83,Q2,0
TN0000004710500093,2021,other,58,Q2,0
TN0000004710500112,2018,other,78.5,Q2,0
TN0000004710500112,2020,other,194,Q3,0
TN0000004710500112,2024,other,154,Q3,0
TN0000004710500188,2016,other,75.8,Q2,0
TN0000004710500188,2019,other,44,Q2,1
TN0000004710500188,2020,other,19,Q2,0
TN0000004710500188,2024,other,90,Q2,0
TN0000004710700009,2018,other,66,Q2,0
TN0000004710700012,2017,other,16,Q2,0
TN0000004710700012,2021,other,128.5,Q3,0
TN0000004710700012,2023,other,154,Q3,0
TN0000004710700132,2022,other,12,Q1 (fastest),1
TN0000004710700132,2023,other,15,Q2,0
TN0000004710700167,2022,other,135,Q3,0
TN0000004710700174,2016,other,14,Q1 (fastest),0
TN0000004710700174,2019,other,57,Q2,0
TN0000004710700176,2017,other,18,Q2,1
TN0000004710700176,2018,other,69.5,Q2,0
TN0000004710700188,2019,other,35,Q2,0
TN0000004710700188,2021,other,93.5,Q3,1
TN0000004710700188,2022,other,186.5,Q3,0
TN0000004711300024,2016,other,51.5,Q2,0
TN0000004711300035,2021,other,205,Q3,0
TN0000004711300078,2022,other,115.5,Q3,1
TN0000004711300078,2023,other,6,Q1 (fastest),0
TN0000004711300106,2021,other,156,Q3,0
TN0000004711300223,2017,other,73,Q2,0
TN0000004711300235,2018,other,57.5,Q2,0
TN0000004711300252,2022,other,34,Q2,0
TN0000004711300278,2018,other,68,Q2,2
TN0000004711300278,2019,other,105.67,Q3,1
TN0000004711300278,2020,other,10,Q1 (fastest),0
TN0000004711300278,2024,other,79,Q2,0
TN0000004711300286,2017,other,132,Q3,0
TN0000004711300286,2024,other,80,Q2,0
TN0000004711300354,2021,other,14,Q1 (fastest),0
TN0000004711500011,2018,other,69,Q2,1
TN0000004711500011,2019,other,120,Q3,0
TN0000004711500011,2023,other,96,Q3,0
TN0000004711500092,2018,other,74.5,Q2,0
TN0000004711700001,2021,other,109.29,Q3,1
TN0000004711700001,2022,other,66,Q2,0
TN0000004711700046,2021,other,4,Q1 (fastest),0
TN0000004711700065,2017,other,6,Q1 (fastest),0
TN0000004711700066,2021,other,59.67,Q2,3
TN0000004711700066,2022,other,63.17,Q2,4
TN0000004711700066,2023,other,152,Q3,0
TN0000004711700086,2017,other,27,Q2,0
TN0000004711700093,2019,other,36,Q2,0
TN0000004711700093,2021,other,19,Q2,0
TN0000004711700131,2016,other,94,Q3,0
TN0000004711700131,2020,other,12,Q1 (fastest),0
TN0000004711700131,2024,other,68.5,Q2,0
TN0000004711700133,2016,other,108,Q3,0
TN0000004711700133,2018,other,38,Q2,0
TN0000004711700133,2024,other,17,Q2,0
TN0000004711900011,2023,other,6,Q1 (fastest),1
TN0000004711900011,2024,other,59.67,Q2,0
TN0000004711900066,2017,other,219,Q3,0
TN0000004711900123,2017,other,55,Q2,0
TN0000004711900123,2023,other,128,Q3,0
TN0000004711900132,2024,other,50.5,Q2,1
TN0000004711900161,2018,other,90.5,Q2,0
TN0000004711900181,2024,other,7,Q1 (fastest),0
TN0000004711900184,2019,other,23,Q2,0
TN0000004711900200,2017,other,359.5,Q4 (slowest),0
TN0000004711900272,2016,other,165,Q3,1
TN0000004711900272,2017,other,18,Q2,2
TN0000004711900272,2018,other,138.5,Q3,0
TN0000004711900272,2022,other,96.5,Q3,0
TN0000004712100033,2018,other,97,Q3,0
TN0000004712300090,2018,other,17,Q2,0
TN0000004712300090,2024,other,57,Q2,0
TN0000004712300096,2018,other,52,Q2,0
TN0000004712300109,2018,other,37,Q2,0
TN0000004712500092,2016,other,51,Q2,0
TN0000004712500092,2018,other,66.67,Q2,1
TN0000004712500092,2019,other,54.5,Q2,0
TN0000004712500092,2021,other,75.5,Q2,5
TN0000004712500092,2022,other,116.27,Q3,5
TN0000004712500092,2023,other,87.6,Q2,3
TN0000004712500092,2024,other,72.62,Q2,3
TN0000004712500123,2023,other,21,Q2,0
TN0000004712500135,2016,other,83,Q2,0
TN0000004712500135,2022,other,73,Q2,0
TN0000004712500135,2024,other,133,Q3,0
TN0000004712500139,2017,other,2,Q1 (fastest),0
TN0000004712500142,2018,other,8,Q1 (fastest),1
TN0000004712500142,2019,other,44,Q2,0
TN0000004712500142,2023,other,7,Q1 (fastest),0
TN0000004712500144,2017,other,29,Q2,0
TN0000004712500179,2022,other,330,Q4 (slowest),0
TN0000004712500320,2018,other,82.5,Q2,1
TN0000004712500320,2019,other,107,Q3,1
TN0000004712500320,2020,other,460,Q4 (slowest),1
TN0000004712500320,2021,other,154.33,Q3,0
TN0000004712500320,2024,other,34,Q2,1
TN0000004712500385,2021,other,56,Q2,1
TN0000004712500385,2022,other,51,Q2,1
TN0000004712500385,2023,other,150,Q3,1
TN0000004712500385,2024,other,246.5,Q3,3
TN0000004712700001,2016,other,89.5,Q2,0
TN0000004712700001,2023,other,101.33,Q3,1
TN0000004712700001,2024,other,17,Q2,0
TN0000004712700013,2024,other,105,Q3,0
TN0000004712900044,2017,other,24,Q2,0
TN0000004712900044,2021,other,103.5,Q3,0
TN0000004712900044,2024,other,21,Q2,1
TN0000004713100010,2019,other,11,Q1 (fastest),0
TN0000004713100012,2020,other,90,Q2,0
TN0000004713100123,2021,other,32,Q2,0
TN0000004713100191,2021,other,127.5,Q3,0
TN0000004713300054,2017,other,35,Q2,0
TN0000004713300054,2024,other,18,Q2,0
TN0000004713500035,2020,other,14,Q1 (fastest),0
TN0000004714100361,2018,other,163,Q3,0
TN0000004714300038,2020,other,9,Q1 (fastest),1
TN0000004714300038,2021,other,13,Q1 (fastest),1
TN0000004714300038,2022,other,104,Q3,0
TN0000004714300049,2020,other,11,Q1 (fastest),0
TN0000004714300092,2021,other,60.5,Q2,0
TN0000004714300107,2018,other,57,Q2,0
TN0000004714300116,2017,other,86,Q2,1
TN0000004714300116,2018,other,18,Q2,0
TN0000004714500107,2017,other,75,Q2,1
TN0000004714500107,2018,other,115.5,Q3,0
TN0000004714500125,2023,other,66,Q2,0
TN0000004714500149,2019,other,43.5,Q2,3
TN0000004714500149,2020,other,18.5,Q2,2
TN0000004714500149,2021,other,65,Q2,0
TN0000004714500236,2023,other,138.5,Q3,0
TN0000004714700055,2018,other,68.67,Q2,0
TN0000004714700055,2020,other,35,Q2,0
TN0000004714700091,2018,other,38,Q2,0
TN0000004714700102,2021,other,8,Q1 (fastest),0
TN0000004714700102,2024,other,18,Q2,0
TN0000004714700184,2019,other,68.33,Q2,0
TN0000004714700193,2020,other,28,Q2,0
TN0000004714700454,2017,other,60.5,Q2,0
TN0000004714900155,2017,other,92.5,Q3,1
TN0000004714900155,2018,other,50,Q2,0
TN0000004714900155,2020,other,8,Q1 (fastest),0
TN0000004714900155,2023,other,76.5,Q2,0
TN0000004714900191,2018,other,10,Q1 (fastest),0
TN0000004714900191,2021,other,58,Q2,1
TN0000004714900191,2022,other,87,Q2,0
TN0000004714900212,2019,other,154,Q3,0
TN0000004714900384,2021,other,22,Q2,0
TN0000004714900384,2024,other,76.4,Q2,0
TN0000004714900579,2019,other,23,Q2,0
TN0000004714900607,2018,other,10,Q1 (fastest),0
TN0000004715100002,2022,other,15,Q2,0
TN0000004715100081,2019,other,24,Q2,0
TN0000004715300020,2021,other,97,Q3,0
TN0000004715300057,2021,other,262.25,Q4 (slowest),0
TN0000004715500009,2020,other,81.5,Q2,0
TN0000004715500009,2023,other,45,Q2,0
TN0000004715500219,2024,other,207.67,Q3,0
TN0000004715900009,2024,other,70,Q2,0
TN0000004716100011,2017,electric,135.5,Q3,0
TN0000004716100011,2022,electric,122,Q3,0
TN0000004716100030,2017,other,47,Q2,1
TN0000004716100030,2018,other,25,Q2,2
TN0000004716100030,2019,other,54.67,Q2,0
TN0000004716300003,2016,other,108,Q3,7
TN0000004716300003,2017,other,73.75,Q2,7
TN0000004716300003,2018,other,81.54,Q2,7
TN0000004716300003,2019,other,89.29,Q2,4
TN0000004716300003,2020,other,203.88,Q3,4
TN0000004716300003,2021,other,87.22,Q2,10
TN0000004716300003,2022,other,109.72,Q3,6
TN0000004716300003,2023,other,129.91,Q3,3
TN0000004716300003,2024,other,128.64,Q3,4
TN0000004716300007,2018,other,27,Q2,1
TN0000004716300007,2019,other,89,Q2,1
TN0000004716300007,2020,other,38,Q2,0
TN0000004716300022,2017,other,15,Q2,0
TN0000004716300022,2019,other,21,Q2,1
TN0000004716300022,2020,other,39,Q2,0
TN0000004716300022,2023,other,160,Q3,1
TN0000004716300022,2024,other,136,Q3,0
TN0000004716300110,2018,other,67,Q2,0
TN0000004716300153,2020,other,539.33,Q4 (slowest),0
TN0000004716300172,2018,other,18,Q2,0
TN0000004716300172,2023,other,15,Q2,1
TN0000004716300172,2024,other,88,Q2,0
TN0000004716300173,2023,other,92,Q3,1
TN0000004716300173,2024,other,42,Q2,0
TN0000004716300184,2022,other,129.5,Q3,0
TN0000004716300223,2019,other,98.5,Q3,1
TN0000004716300223,2020,other,80,Q2,1
TN0000004716300223,2021,other,58,Q2,1
TN0000004716300223,2022,other,126,Q3,1
TN0000004716300223,2023,other,131.5,Q3,1
TN0000004716300223,2024,other,65,Q2,1
TN0000004716300450,2023,other,119.5,Q3,0
TN0000004716300481,2023,other,37,Q2,0
TN0000004716300510,2016,other,112.67,Q3,1
TN0000004716300510,2017,other,86,Q2,1
TN0000004716300510,2018,other,69,Q2,0
TN0000004716300510,2024,other,115.5,Q3,1
TN0000004716301020,2017,other,58,Q2,1
TN0000004716301020,2018,other,77.5,Q2,1
TN0000004716301020,2019,other,126.5,Q3,1
TN0000004716301020,2020,other,75.5,Q2,1
TN0000004716301020,2021,other,14,Q1 (fastest),1
TN0000004716301020,2022,other,97,Q3,2
TN0000004716301020,2023,other,151.8,Q3,2
TN0000004716301020,2024,other,185,Q3,0
TN0000004716500014,2017,other,7,Q1 (fastest),0
TN0000004716500014,2024,other,7,Q1 (fastest),0
TN0000004716500126,2018,other,79.5,Q2,0
TN0000004716700078,2021,other,26,Q2,0
TN0000004716700078,2023,other,133,Q3,0
TN0000004717100042,2020,other,131.5,Q3,0
TN0000004717300028,2017,other,40,Q2,0
TN0000004717300028,2019,other,52,Q2,0
TN0000004717300028,2021,other,89.5,Q2,0
TN0000004717300036,2024,other,71,Q2,0
TN0000004717700001,2018,other,38,Q2,0
TN0000004717700009,2018,other,75,Q2,0
TN0000004717700077,2019,other,18,Q2,0
TN0000004717700114,2017,other,14,Q1 (fastest),0
TN0000004717700162,2018,other,52,Q2,0
TN0000004717700212,2017,other,100.5,Q3,0
TN0000004717900029,2023,other,159,Q3,0
TN0000004717900207,2019,other,163.5,Q3,0
TN0000004717900232,2017,other,27,Q2,1
TN0000004717900232,2018,other,220,Q3,0
TN0000004717900235,2017,other,19,Q2,0
TN0000004717900384,2018,other,58.5,Q2,1
TN0000004717900384,2019,other,32,Q2,0
TN0000004717900384,2021,other,76,Q2,1
TN0000004717900384,2022,other,105.5,Q3,1
TN0000004717900384,2023,other,138,Q3,1
TN0000004717900384,2024,other,81,Q2,1
TN0000004717900405,2023,other,95.75,Q3,0
TN0000004718100069,2019,other,9,Q1 (fastest),0
TN0000004718100075,2024,other,81,Q2,1
TN0000004718300020,2021,other,67.5,Q2,2
TN0000004718300020,2022,other,110.75,Q3,0
TN0000004718300052,2017,other,55,Q2,0
TN0000004718300096,2017,other,106.5,Q3,0
TN0000004718300101,2016,other,153,Q3,1
TN0000004718300101,2017,other,2,Q1 (fastest),1
TN0000004718300101,2018,other,13,Q1 (fastest),0
TN0000004718300101,2020,other,71.5,Q2,0
TN0000004718700005,2018,other,15,Q2,0
TN0000004718700060,2018,other,58.5,Q2,0
TN0000004718700060,2024,other,69,Q2,0
TN0000004718700072,2017,other,85.5,Q2,1
TN0000004718700072,2018,other,99,Q3,0
TN0000004718700072,2020,other,87.5,Q2,2
TN0000004718700072,2021,other,99.2,Q3,2
TN0000004718700072,2022,other,35.33,Q2,2
TN0000004718700072,2023,other,64.75,Q2,1
TN0000004718700072,2024,other,104.5,Q3,1
TN0000004718700125,2022,other,330,Q4 (slowest),0
TN0000004718700250,2017,other,78.5,Q2,0
TN0000004718700319,2017,other,5,Q1 (fastest),0
TN0000004718700336,2019,other,0,Q1 (fastest),0
TN0000004718700358,2019,other,20,Q2,0
TN0000004718700358,2023,other,96,Q3,0
TN0000004718900002,2023,other,412,Q4 (slowest),0
TN0000004718900012,2022,other,2,Q1 (fastest),0
TN0000004718900109,2021,other,86.5,Q2,0
TN0000004718900109,2023,other,132,Q3,0
TN0000004718900118,2020,other,214,Q3,0
TN0000004718900118,2022,other,117.5,Q3,1
TN0000004718900118,2023,other,87.5,Q2,0
TN0000004718900359,2017,other,11,Q1 (fastest),0
TN0000004718900359,2019,other,1,Q1 (fastest),0
TN0000004718900359,2022,other,110,Q3,0
TN0000004718900410,2019,other,80.5,Q2,1
TN0000004718900410,2020,other,52,Q2,2
TN0000004718900410,2021,other,30.5,Q2,0
TN0000004718900410,2023,other,97.5,Q3,0
TN00000471190333,2018,other,50.5,Q2,0
TN00000471190333,2022,other,109,Q3,0
TN000004712500377,2020,other,94.5,Q3,0
TN000004712500377,2023,other,39,Q2,0
TN000004717700218,2018,other,40,Q2,0
TN00004701100391,2024,other,134,Q3,0
TN00004703300088,2024,other,208,Q3,0
TN00004704300222,2023,other,20,Q2,0
TN00004705900334,2024,other,85.5,Q2,0
TN00004706900124,2023,other,104.5,Q3,0
TN00004707500173,2024,electric,50,Q2,0
TN00004708900188,2024,other,111.5,Q3,0
TN00004709100034,2023,other,251,Q3,0
TN00004711700168,2022,other,437,Q4 (slowest),4
TN00004711700168,2023,other,516.62,Q4 (slowest),0
TN00004711900359,2024,other,60.5,Q2,0
TN00004712300211,2024,other,26.5,Q2,1
TN00004714100423,2023,other,344,Q4 (slowest),2
TN00004714100423,2024,other,92,Q3,0
TN00004714500284,2024,other,2,Q1 (fastest),0
TN00004714700504,2023,other,13,Q1 (fastest),0
TN00004715700700,2022,other,131.5,Q3,0
TN00004715700700,2024,other,114.25,Q3,0
TN00004716300609,2022,other,39,Q2,0
TN00004716300629,2024,other,23,Q2,1
TN00004717100094,2023,other,92,Q3,0
TN00004717900490,2023,other,95,Q3,0
TNCHC0004706502150,2017,other,115.5,Q3,0
TNCHC0004706504240,2023,other,35,Q2,0
TNCHC0004706506125,2023,other,22,Q2,0
TNKNX0004709300008,2021,other,39,Q2,1
TNKNX0004709300008,2022,other,40,Q2,0
TNKNX0004709300353,2018,other,9,Q1 (fastest),0
TNKNX0004709300353,2021,other,13,Q1 (fastest),1
TNKNX0004709300353,2022,other,41,Q2,0
TNKNX0004709300357,2018,other,44,Q2,0
TNKNX0004709300533,2017,other,2,Q1 (fastest),0
TNKNX0004709300533,2021,other,94,Q3,0
TNKNX0004709300970,2020,other,48,Q2,0
TNKNX0004709301065,2016,other,7,Q1 (fastest),0
TNKNX0004709301065,2020,other,48,Q2,0
TNKNX0004709301179,2016,other,21,Q2,0
TNKNX0004709301337,2021,other,2,Q1 (fastest),0
TNNDC0004703700014,2024,other,4,Q1 (fastest),0
TNNDC0004703700022,2024,other,0,Q1 (fastest),0
TNNDC0004703700025,2021,other,32,Q2,0
TNNDC0004703700025,2023,other,89,Q2,0
TNNDC0004703700029,2024,other,14,Q1 (fastest),0
TNNDC0004703700040,2021,other,54,Q2,0
TNNDC0004703700040,2024,other,35.5,Q2,0
TNNDC0004703700156,2021,other,0,Q1 (fastest),0
TNNDC0004703700196,2024,other,32,Q2,0
TNNDC0004703700294,2022,other,0,Q1 (fastest),0
TNNDC0004703700294,2024,other,0,Q1 (fastest),1
TNSHL0004715700005,2021,other,9,Q1 (fastest),1
TNSHL0004715700005,2022,other,15.5,Q2,2
TNSHL0004715700027,2023,electric,0,Q1 (fastest),0
TNSHL0004715700038,2022,other,103,Q3,2
TNSHL0004715700038,2023,other,37.5,Q2,1
TNSHL0004715700038,2024,other,0,Q1 (fastest),0
TNSHL0004715700043,2019,other,250.5,Q3,0
TNSHL0004715700043,2021,other,0,Q1 (fastest),1
TNSHL0004715700043,2022,other,20.5,Q2,1
TNSHL0004715700043,2023,other,55.5,Q2,0
TNSHL0004715700055,2024,other,14,Q1 (fastest),0
TNSHL0004715700075,2022,other,0,Q1 (fastest),0
TNSHL0004715700097,2022,other,30.5,Q2,0
TNSHL0004715700097,2024,other,42.5,Q2,1
TNSHL0004715700124,2020,other,0,Q1 (fastest),0
TNSHL0004715700124,2022,other,15.5,Q2,0
TNSHL0004715700150,2024,other,24.33,Q2,0
TNSHL0004715700177,2023,other,25,Q2,0
TNSHL0004715700180,2021,other,33,Q2,1
TNSHL0004715700180,2022,other,15.5,Q2,1
TNSHL0004715700180,2023,other,0,Q1 (fastest),0
TNSHL0004715700184,2024,other,0,Q1 (fastest),0
TNSHL0004715700187,2021,other,0,Q1 (fastest),0
TNSHL0004715700190,2022,other,0,Q1 (fastest),1
TNSHL0004715700190,2023,other,28.5,Q2,0
TNSHL0004715700202,2023,other,30.5,Q2,0
TNSHL0004715700205,2019,other,49,Q2,1
TNSHL0004715700205,2020,other,107,Q3,1
TNSHL0004715700205,2021,other,0,Q1 (fastest),0
TNSHL0004715700205,2023,other,0,Q1 (fastest),0
TNSHL0004715700229,2019,other,0,Q1 (fastest),0
TNSHL0004715700236,2023,other,0,Q1 (fastest),0
TNSHL0004715700239,2023,other,0,Q1 (fastest),0
TNSHL0004715700250,2023,other,0,Q1 (fastest),0
TNSHL0004715700257,2023,other,0,Q1 (fastest),0
TNSHL0004715700259,2023,other,0,Q1 (fastest),0
TNSHL0004715700262,2023,other,0,Q1 (fastest),0
TNSHL0004715700264,2023,other,0,Q1 (fastest),0
TNSHL0004715700274,2019,other,113,Q3,0
TNSHL0004715700274,2022,other,23.17,Q2,3
TNSHL0004715700274,2023,other,16.4,Q2,2
TNSHL0004715700274,2024,other,28.75,Q2,0
TNSHL0004715700300,2016,other,99,Q3,0
TNSHL0004715700300,2021,other,0,Q1 (fastest),1
TNSHL0004715700300,2022,other,0,Q1 (fastest),0
TNSHL0004715700300,2024,other,0,Q1 (fastest),2
TNSHL0004715700337,2024,other,0,Q1 (fastest),0
TNSHL0004715700347,2021,other,17.5,Q2,0
TNSHL0004715700354,2023,other,27,Q2,0
TNSHL0004715700363,2021,other,0,Q1 (fastest),0
TNSHL0004715700395,2022,other,0,Q1 (fastest),1
TNSHL0004715700395,2023,other,49,Q2,0
TNSHL0004715700420,2023,other,12.5,Q1 (fastest),0
TNSHL0004715700421,2024,other,0,Q1 (fastest),0
TNSHL0004715700465,2019,other,14,Q1 (fastest),0
TNSHL0004715700475,2021,other,0,Q1 (fastest),1
TNSHL0004715700475,2022,other,21,Q2,2
TNSHL0004715700475,2023,other,37.33,Q2,1
TNSHL0004715700475,2024,other,50,Q2,1
TNSHL0004715700497,2021,other,0,Q1 (fastest),1
TNSHL0004715700497,2022,other,25,Q2,0
TNSHL0004715700523,2021,other,21,Q2,0
TNSHL0004715700529,2022,other,25.5,Q2,1
TNSHL0004715700529,2023,other,35.5,Q2,0
TNSHL0004715700541,2021,other,0,Q1 (fastest),0
TNSHL0004715700595,2021,other,0,Q1 (fastest),1
TNSHL0004715700595,2022,other,15.5,Q2,0
TNSHL0004715700605,2018,other,15,Q2,0
TNSHL0004715700605,2024,other,0,Q1 (fastest),0
TNSHL0004715700664,2022,other,30,Q2,3
TNSHL0004715700664,2023,other,28.8,Q2,0
TNSHL0004715700686,2020,other,47,Q2,0
TNSHL0004715700698,2021,other,0,Q1 (fastest),1
TNSHL0004715700698,2022,other,0,Q1 (fastest),0
TNSHL0004715700701,2019,other,323,Q4 (slowest),1
TNSHL0004715700701,2020,other,28,Q2,0
TNSHL0004715700701,2022,other,21.5,Q2,0
TNSHL0004715700710,2023,other,24.67,Q2,0
TNSHL0004715700785,2023,other,0,Q1 (fastest),0
TNSHL0004715700859,2024,other,0,Q1 (fastest),0
TNSHL0004715700860,2024,other,0,Q1 (fastest),0
TNSHL0004715700893,2023,other,0,Q1 (fastest),0
TNSHL0004715700894,2023,other,0,Q1 (fastest),0
TNSHL0004715700904,2020,other,165,Q3,0
TNSHL0004715700904,2024,other,36.5,Q2,0
TNSHL0004715700947,2023,other,0,Q1 (fastest),0
TNSHL0004715701000,2023,other,0,Q1 (fastest),0
TNSHL0004715701001,2023,other,0,Q1 (fastest),0
